TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Monza,1,Naaz82,00:49:01.7920000,26,1,0,00:01:25.3960000,True,Ferrari,0,False,False,
Monza,1,Lewis Hamilton,00:49:06.7050000,18,2,0,00:01:28.1250000,False,Mercedes-AMG Petronas,0,False,True,
Monza,1,Fernando Alonso,00:49:06.8210000,15,3,0,00:01:27.4730000,False,Aston Martin,0,False,True,
Monza,1,Nico Hulkenberg,00:49:13.8770000,12,4,0,00:01:28.1250000,False,Haas,0,False,True,
Monza,1,Alex Albon,00:49:14.5790000,10,5,0,00:01:28.5350000,False,Williams,0,False,True,
Monza,1,Guanyu Zhou,00:49:14.9320000,8,6,0,00:01:27.9610000,False,Alfa Romeo,0,False,True,
Monza,1,Kevin Magnussen,00:49:15.4950000,6,7,0,00:01:28.2310000,False,Haas,0,False,True,
Monza,1,Pierre Gasly,00:49:15.6740000,4,8,0,00:01:28.7020000,False,Alpine,0,False,True,
Monza,1,Logan Sargeant,00:49:16.1120000,2,9,0,00:01:28.5500000,False,Williams,0,False,True,
Monza,1,George Russell,00:49:18.6300000,1,10,0,00:01:29.3550000,False,Mercedes-AMG Petronas,0,False,True,
Monza,1,Esteban Ocon,00:49:18.9200000,0,11,0,00:01:29.3780000,False,Alpine,0,False,True,
Monza,1,Yuki Tsunoda,00:49:19.4270000,0,12,0,00:01:28.8190000,False,AlphaTauri,0,False,True,
Monza,1,Oscar Piastri,00:49:19.6070000,0,13,0,00:01:28.7480000,False,McLaren,0,False,True,
Monza,1,Valtteri Bottas,00:49:19.7370000,0,14,0,00:01:28.9640000,False,Alfa Romeo,0,False,True,
Monza,1,Daniel Ricciardo,00:49:20.0740000,0,15,0,00:01:28.9250000,False,World Car,0,False,True,
Monza,1,Sergio Perez,00:49:20.4890000,0,16,0,00:01:28.7650000,False,Red Bull,0,False,True,
Monza,1,Lance Stroll,00:49:21.2910000,0,17,0,00:01:28.7990000,False,Aston Martin,0,False,True,
Monza,1,Lando Norris,00:49:22.8710000,0,18,0,00:01:29.2500000,False,McLaren,0,False,True,
Monza,1,jjk,00:49:26.7430000,0,19,0,00:01:25.4340000,False,Ferrari,0,False,False,
Monza,1,Max Verstappen,00:05:32.1510000,0,20,0,00:01:29.4910000,False,Red Bull,0,False,True,
