TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Saudi Arabia,1,Max Verstappen,00:22:37.3580000,25,1,0,00:01:38.2300000,False,Red Bull,0,False,True,
Saudi Arabia,1,Fernando Alonso,00:22:39.3100000,18,2,0,00:01:38.9510000,False,Aston Martin,0,False,True,
Saudi Arabia,1,Lewis Hamilton,00:22:41.5590000,15,3,0,00:01:38.5080000,False,Mercedes-AMG Petronas,0,False,True,
Saudi Arabia,1,Lando Norris,00:22:43.6360000,12,4,0,00:01:39.0240000,False,McLaren,0,False,True,
Saudi Arabia,1,Alex Albon,00:22:52.0770000,10,5,0,00:01:39.5220000,False,Williams,0,False,True,
Saudi Arabia,1,Yuki Tsunoda,00:22:52.9360000,8,6,0,00:01:39.1560000,False,AlphaTauri,0,False,True,
Saudi Arabia,1,Valtteri Bottas,00:22:53.0060000,6,7,0,00:01:39.8690000,False,Alfa Romeo,0,False,True,
Saudi Arabia,1,Sergio Perez,00:22:55.1730000,5,8,0,00:01:38.1690000,True,Red Bull,0,False,True,
Saudi Arabia,1,Esteban Ocon,00:22:55.5060000,2,9,0,00:01:39.6530000,False,Alpine,0,False,True,
Saudi Arabia,1,George Russell,00:22:56.8840000,1,10,0,00:01:38.2210000,False,Mercedes-AMG Petronas,0,False,True,
Saudi Arabia,1,Oscar Piastri,00:23:00.8960000,0,11,0,00:01:38.6330000,False,McLaren,0,False,True,
Saudi Arabia,1,Kevin Magnussen,00:23:01.4270000,0,12,0,00:01:40.5720000,False,Haas,0,False,True,
Saudi Arabia,1,Logan Sargeant,00:23:08.9780000,0,13,0,00:01:39.2640000,False,Williams,0,False,True,
Saudi Arabia,1,Lance Stroll,00:23:09.7190000,0,14,0,00:01:39.4650000,False,Aston Martin,0,False,True,
Saudi Arabia,1,Pierre Gasly,00:23:10.6190000,0,15,0,00:01:39.4450000,False,Alpine,0,False,True,
Saudi Arabia,1,Guanyu Zhou,00:23:11.0530000,0,16,0,00:01:39.5280000,False,Alfa Romeo,0,False,True,
Saudi Arabia,1,Nico Hulkenberg,00:23:13.1500000,0,17,0,00:01:39.7260000,False,Haas,0,False,True,
Saudi Arabia,1,Daniel Ricciardo,00:23:15.0680000,0,18,0,00:01:39.6420000,False,World Car,0,False,True,
Saudi Arabia,1,jjk,00:09:50.1560000,0,19,0,00:01:39.8120000,False,Ferrari,0,False,False,
Saudi Arabia,1,Naaz82,00:10:04.6030000,0,20,0,00:01:40.1290000,False,Ferrari,0,False,False,
