TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Spain,1,0x5e0x5e,00:30:09.6940000,26,1,0,00:01:15.6260000,True,Aston Martin,0,False,False,
Spain,1,dev-Tobby,00:30:40.7230000,18,2,0,00:01:17.2310000,False,Red Bull,0,False,False,
Spain,1,Lewis Hamilton,00:31:17.1010000,15,3,0,00:01:19.3820000,False,Mercedes-AMG Petronas,0,False,True,
Spain,1,Yuki Tsunoda,00:31:19.9900000,12,4,0,00:01:19.5750000,False,AlphaTauri,0,False,True,
Spain,1,Alex Albon,00:31:20.3730000,10,5,0,00:01:19.1200000,False,Williams,0,False,True,
Spain,1,Logan Sargeant,00:31:20.7360000,8,6,0,00:01:19.0910000,False,Williams,0,False,True,
Spain,1,Guanyu Zhou,00:31:21.0760000,6,7,0,00:01:18.9830000,False,Alfa Romeo,0,False,True,
Spain,1,Fernando Alonso,00:31:21.5540000,4,8,0,00:01:19.0230000,False,Aston Martin,0,False,True,
Spain,1,George Russell,00:31:22.3910000,2,9,0,00:01:19.1210000,False,Mercedes-AMG Petronas,0,False,True,
Spain,1,Charles Leclerc,00:31:22.7230000,1,10,0,00:01:19.5180000,False,Ferrari,0,False,True,
Spain,1,Esteban Ocon,00:30:20.0140000,0,11,0,00:01:20.0410000,False,Alpine,0,False,True,
Spain,1,Valtteri Bottas,00:30:23.3610000,0,12,0,00:01:20.6220000,False,Alfa Romeo,0,False,True,
Spain,1,Pierre Gasly,00:30:30.0340000,0,13,0,00:01:19.5520000,False,Alpine,0,False,True,
Spain,1,Max Verstappen,00:31:24.6250000,0,14,0,00:01:18.7320000,False,Red Bull,0,False,True,
Spain,1,Oscar Piastri,00:31:28.1370000,0,15,0,00:01:19.6760000,False,McLaren,0,False,True,
Spain,1,Daniel Ricciardo,00:31:28.2690000,0,16,0,00:01:19.4930000,False,World Car,0,False,True,
Spain,1,Nico Hulkenberg,00:31:29.9020000,0,17,0,00:01:19.4500000,False,Haas,0,False,True,
Spain,1,Lando Norris,00:31:30.5990000,0,18,0,00:01:19.3490000,False,McLaren,0,False,True,
Spain,1,Kevin Magnussen,00:18:07.6390000,0,19,0,00:01:20.5060000,False,Haas,0,False,True,
Spain,1,kkulkkule,00:21:34.9520000,0,20,0,00:01:17.8340000,False,Ferrari,0,False,False,
