TrackName,Tier,PlayerName,Time,Points,Position,Penalty,FastestLap,HasFastestLap,ConstructorName,PenaltyPointsApplied,IsReserve,IsAi,
Japan,1,kkulkkule,00:30:30.4240000,25,1,0,00:01:32.5530000,False,Ferrari,0,False,False,
Japan,1,0x5e0x5e,00:30:32.1050000,19,2,0,00:01:32.4440000,True,Aston Martin,0,False,False,
Japan,1,dev-Tobby,00:30:53.1510000,15,3,0,00:01:33.9400000,False,Red Bull,0,False,False,
Japan,1,Lewis Hamilton,00:30:54.3080000,12,4,0,00:01:35.3620000,False,Mercedes-AMG Petronas,0,False,True,
Japan,1,Alex Albon,00:30:55.7270000,10,5,0,00:01:35.6300000,False,Williams,0,False,True,
Japan,1,Guanyu Zhou,00:30:58.4750000,8,6,0,00:01:35.5830000,False,Alfa Romeo,0,False,True,
Japan,1,Lando Norris,00:30:58.9170000,6,7,0,00:01:35.6350000,False,McLaren,0,False,True,
Japan,1,Yuki Tsunoda,00:30:59.4260000,4,8,0,00:01:35.6280000,False,AlphaTauri,0,False,True,
Japan,1,Max Verstappen,00:31:00.2520000,2,9,0,00:01:35.6370000,False,Red Bull,0,False,True,
Japan,1,Fernando Alonso,00:31:08.8400000,1,10,0,00:01:35.6930000,False,Aston Martin,0,False,True,
Japan,1,Oscar Piastri,00:31:09.6050000,0,11,0,00:01:35.8320000,False,McLaren,0,False,True,
Japan,1,Valtteri Bottas,00:31:11.7880000,0,12,0,00:01:35.6200000,False,Alfa Romeo,0,False,True,
Japan,1,Esteban Ocon,00:31:14.1780000,0,13,0,00:01:35.6640000,False,Alpine,0,False,True,
Japan,1,Pierre Gasly,00:31:16.6300000,0,14,0,00:01:35.9400000,False,Alpine,0,False,True,
Japan,1,Nico Hulkenberg,00:31:17.0710000,0,15,0,00:01:35.5070000,False,Haas,0,False,True,
Japan,1,Daniel Ricciardo,00:31:17.3630000,0,16,0,00:01:35.8510000,False,World Car,0,False,True,
Japan,1,Logan Sargeant,00:31:18.3400000,0,17,0,00:01:36.1260000,False,Williams,0,False,True,
Japan,1,Charles Leclerc,00:31:21.5900000,0,18,0,00:01:35.9450000,False,Ferrari,0,False,True,
Japan,1,Kevin Magnussen,00:31:23.3990000,0,19,0,00:01:36.4660000,False,Haas,0,False,True,
Japan,1,George Russell,00:26:26.4820000,0,20,0,00:01:35.3090000,False,Mercedes-AMG Petronas,0,False,True,
